,Table S11 GO enrichment of cluster 4,,,,,
GO:0051253,negative regulation of RNA metabolic process,5,272,1.35E-17,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."
GO:0044087,regulation of cellular component biogenesis,1,171,4.07E-02,biological_process,"Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."
GO:0051384,response to glucocorticoid,1,3,9.04E-66,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucocorticoid stimulus. Glucocorticoids are hormonal C21 corticosteroids synthesized from cholesterol with the ability to bind with the cortisol receptor and trigger similar effects. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects."
GO:0048545,response to steroid hormone,1,3,9.04E-66,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."
GO:0033993,response to lipid,9,2576,1.66E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."
GO:0071548,response to dexamethasone,1,3,9.04E-66,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dexamethasone stimulus."
GO:1903338,regulation of cell wall organization or biogenesis,1,75,9.22E-04,biological_process,"Any process that modulates the frequency, rate or extent of cell wall organization or biogenesis."
GO:0014070,response to organic cyclic compound,4,850,1.03E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."
GO:0001101,response to acid chemical,5,1436,4.33E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."
GO:1901654,response to ketone,1,7,4.20E-29,biological_process,A response that results in a state of tolerance to ketone.
GO:2000652,regulation of secondary cell wall biogenesis,1,63,2.74E-04,biological_process,"Any process that modulates the frequency, rate or extent of secondary cell wall biogenesis."
GO:0006970,response to osmotic stress,6,1067,6.23E-06,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of solutes outside the organism or cell."
GO:0008378,galactosyltransferase activity,1,98,4.26E-03,molecular_function,"Catalysis of the transfer of a galactosyl group to an acceptor molecule, typically another carbohydrate or a lipid."
GO:0009651,response to salt stress,6,714,3.61E-09,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment."
GO:0047216,inositol 3-alpha-galactosyltransferase activity,1,8,1.18E-25,molecular_function,"Catalysis of the reaction: myo-inositol + UDP-galactose = O-alpha-D-galactosyl-(1,3)-1D-myo-inositol + UDP."
GO:0010035,response to inorganic substance,7,2327,3.65E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."
GO:0009415,response to water,5,1402,3.58E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of water."
GO:0009414,response to water deprivation,5,1277,1.62E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a water deprivation stimulus, prolonged deprivation of water."
GO:0035250,UDP-galactosyltransferase activity,1,19,1.33E-11,molecular_function,Catalysis of the transfer of a galactose group from UDP-galactose to an acceptor molecule.
