,Table S10. GO enrichment of cluster 3,,,,,
GO:0009617,response to bacterium,7,1395,4.71E-06,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."
GO:0007166,cell surface receptor signaling pathway,1,74,6.99E-04,biological_process,"The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."
GO:0032490,detection of molecule of bacterial origin,1,2,1.34E-100,biological_process,The series of events in which a stimulus from a molecule of bacterial origin is received and converted into a molecular signal.
GO:0032494,response to peptidoglycan,1,1,2.49E-199,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptidoglycan stimulus. Peptidoglycan is a bacterial cell wall macromolecule."
GO:0032499,detection of peptidoglycan,1,1,2.49E-199,biological_process,The series of events in which a peptidoglycan stimulus is received by a cell and converted into a molecular signal. Peptidoglycan is a bacterial cell wall macromolecule.
GO:0010363,regulation of plant-type hypersensitive response,1,28,1.75E-08,biological_process,"Any endogenous process that modulates the frequency, rate or extent of the plant hypersensitive response."
GO:0035556,intracellular signal transduction,3,668,4.52E-03,biological_process,"The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."
GO:0043067,regulation of programmed cell death,2,92,1.24E-09,biological_process,"Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."
GO:0043068,positive regulation of programmed cell death,2,30,1.36E-27,biological_process,"Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."
GO:0043621,protein self-association,3,123,3.47E-15,molecular_function,Binding to a domain within the same polypeptide.
GO:0034052,positive regulation of plant-type hypersensitive response,1,12,4.65E-18,biological_process,"Any process that activates or increases the frequency, rate or extent of the hypersensitive response in a plant."
GO:0050832,defense response to fungus,5,1000,1.00E-04,biological_process,Reactions triggered in response to the presence of a fungus that act to protect the cell or organism.
GO:0042742,defense response to bacterium,6,1114,7.68E-06,biological_process,Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism.
GO:0045087,innate immune response,5,207,7.32E-24,biological_process,Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens.
GO:0048522,positive regulation of cellular process,8,1273,1.04E-08,biological_process,"Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."
GO:2001080,chitosan binding,1,1,2.49E-199,molecular_function,Binding to chitosan.
GO:0071216,cellular response to biotic stimulus,1,14,1.12E-15,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."
GO:0048580,regulation of post-embryonic development,5,518,2.11E-09,biological_process,"Any process that modulates the frequency, rate or extent of post-embryonic development. Post-embryonic development is defined as the process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure."
GO:0071219,cellular response to molecule of bacterial origin,1,7,6.50E-30,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."
GO:2000026,regulation of multicellular organismal development,5,608,5.71E-08,biological_process,"Any process that modulates the frequency, rate or extent of multicellular organismal development."
GO:2000038,regulation of stomatal complex development,1,17,3.77E-13,biological_process,"Any process that modulates the frequency, rate or extent of stomatal complex development."
GO:0002832,negative regulation of response to biotic stimulus,2,51,1.18E-16,biological_process,"Any process that stops, prevents, or reduces the frequency, rate, or extent of a response to biotic stimulus."
GO:0051239,regulation of multicellular organismal process,5,826,8.70E-06,biological_process,"Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."
