,Table S9 GO enrichment of cluster 2,,,,,
GO:0010218,response to far red light,1,56,4.14E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of far red light stimulus. Far red light is electromagnetic radiation of wavelength 700-800nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs."
GO:0048767,root hair elongation,2,62,1.75E-11,biological_process,The process in which the root hair grows longer.
GO:0048768,root hair cell tip growth,1,25,7.39E-08,biological_process,Localized growth of a plant root hair tip by extension of the cell wall.
GO:0048588,developmental cell growth,5,275,1.40E-14,biological_process,"The growth of a cell, where growth contributes to the progression of the cell over time from one condition to another."
GO:0090627,plant epidermal cell differentiation,2,122,3.14E-06,biological_process,The process in which a relatively unspecialized cell acquires specialized features of a plant epidermal cell.
GO:0042754,negative regulation of circadian rhythm,1,3,1.58E-55,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of a circadian rhythm behavior."
GO:0009639,response to red or far red light,3,414,5.76E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a red or far red light stimulus. Red light is electromagnetic radiation of wavelength of 580-700nm. Far red light is electromagnetic radiation of wavelength 700-800nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs."
GO:0048571,long-day photoperiodism,2,35,1.29E-19,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of detection of, or exposure to, a day length that exceeds a particular duration known as the 'critical day length'. The critical day length varies between species. Although the term long-day is used, most species actually respond to the duration of the night, so that the response will occur when a period of darkness falls short of the number of hours defined by 24 hours minus the critical day length."
GO:0048574,"long-day photoperiodism, flowering",2,20,1.56E-33,biological_process,"A change from the vegetative to the reproductive phase as a result of detection of, or exposure to, a period of light that exceeds the critical day length. The critical day length varies between species. Although the term is long-day is used, most species actually respond to the duration of the night, so that the response will occur when a period of darkness falls short of the number of hours defined by 24 minus the critical day length."
GO:0010087,phloem or xylem histogenesis,3,172,4.59E-09,biological_process,"The process whose specific outcome is the progression of phloem and/or xylem over time, from formation to the mature structure. An example of this process is found in Arabidopsis thaliana."
GO:0051090,regulation of DNA-binding transcription factor activity,1,12,5.40E-15,biological_process,"Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."
GO:0048519,negative regulation of biological process,12,1843,5.75E-10,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."
GO:0043433,negative regulation of DNA-binding transcription factor activity,1,6,1.48E-28,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."
GO:0010088,phloem development,1,36,8.29E-06,biological_process,The formation of the principal food-conducting tissue of a vascular plant.
GO:0042802,identical protein binding,3,432,8.21E-04,molecular_function,Binding to an identical protein or proteins.
GO:0043621,protein self-association,2,123,3.48E-06,molecular_function,Binding to a domain within the same polypeptide.
GO:0042803,protein homodimerization activity,3,249,2.19E-06,molecular_function,Binding to an identical protein to form a homodimer.
GO:0005739,mitochondrion,11,4682,3.38E-02,cellular_component,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
