,Table S8. GO enrichment of cluster 1,,,,,
GO:0009615,response to virus,1,97,6.28E-05,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."
GO:0050792,regulation of viral process,1,3,1.31E-119,biological_process,"Any process that modulates the rate or extent of the viral life cycle, the set of processes by which a virus reproduces and spreads among hosts."
GO:0048366,leaf development,1,227,1.22E-02,biological_process,"The process whose specific outcome is the progression of the leaf over time, from its formation to the mature structure."
GO:0009648,photoperiodism,2,212,1.15E-07,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of detection of, or exposure to, a period of light or dark of a given length, measured relative to a particular duration known as the 'critical day length'. The critical day length varies between species."
GO:0048437,floral organ development,1,85,1.80E-05,biological_process,"The process whose specific outcome is the progression of the floral organ over time, from its formation to the mature structure."
GO:0048440,carpel development,1,19,3.22E-20,biological_process,"The process whose specific outcome is the progression of the carpel over time, from its formation to the mature structure. A carpel is an organ (generally believed to be a modified foliar unit) at the centre of a flower, bearing one or more ovules and having its margins fused together or with other carpels to enclose the ovule in an ovary, and consisting also of a stigma and usually a style."
GO:0010228,vegetative to reproductive phase transition of meristem,4,294,1.26E-19,biological_process,"The process involved in transforming a meristem that produces vegetative structures, such as leaves, into a meristem that produces reproductive structures, such as a flower or an inflorescence."
GO:0050793,regulation of developmental process,5,1673,4.20E-05,biological_process,"Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
GO:0015994,chlorophyll metabolic process,1,243,1.61E-02,biological_process,"The chemical reactions and pathways involving chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment."
GO:0006779,porphyrin-containing compound biosynthetic process,1,140,1.00E-03,biological_process,The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group.
GO:0015995,chlorophyll biosynthetic process,1,97,6.28E-05,biological_process,"The chemical reactions and pathways resulting in the formation of chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment, from less complex precursors."
GO:0009532,plastid stroma,2,683,8.24E-03,cellular_component,The proteinaceous ground substance of plastids.
GO:0009570,chloroplast stroma,2,679,7.98E-03,cellular_component,"The space enclosed by the double membrane of a chloroplast but excluding the thylakoid space. It contains DNA, ribosomes and some temporary products of photosynthesis."
GO:0009534,chloroplast thylakoid,2,243,8.70E-07,cellular_component,Sac-like membranous structures (cisternae) in a chloroplast combined into stacks (grana) and present singly in the stroma (stroma thylakoids or frets) as interconnections between grana. An example of this component is found in Arabidopsis thaliana.
GO:0010007,magnesium chelatase complex,1,4,3.70E-90,cellular_component,"A heterotrimeric enzyme complex composed of three subunits, all of which are required for enzyme activity, which catalyzes the chelation of Mg by proto IX in an ATP-dependent manner."
GO:0046148,pigment biosynthetic process,1,244,1.63E-02,biological_process,"The chemical reactions and pathways resulting in the formation of a pigment, any general or particular coloring matter in living organisms, e.g. melanin."
GO:0016851,magnesium chelatase activity,1,11,7.77E-34,molecular_function,Catalysis of the reaction: ATP + H2O + Mg2+ + protoporphyrin IX = ADP + 3 H+ + Mg-protoporphyrin IX + phosphate.
GO:0009579,thylakoid,2,374,1.17E-04,cellular_component,"A membranous cellular structure that bears the photosynthetic pigments in plants, algae, and cyanobacteria. In cyanobacteria thylakoids are of various shapes and are attached to, or continuous with, the plasma membrane. In eukaryotes they are flattened, membrane-bounded disk-like structures located in the chloroplasts; in the chloroplasts of higher plants the thylakoids form dense stacks called grana. Isolated thylakoid preparations can carry out photosynthetic electron transport and the associated phosphorylation."
GO:0033014,tetrapyrrole biosynthetic process,1,199,6.83E-03,biological_process,"The chemical reactions and pathways leading to the formation of tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next."
GO:0005576,extracellular region,5,3430,2.54E-02,cellular_component,The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.
